municipio,lat,lon,populacao,data,casos_notificados
Santos,-23.9608,-46.3339,433000,2024-09-01,45
Santos,-23.9608,-46.3339,433000,2024-10-01,72
Santos,-23.9608,-46.3339,433000,2024-11-01,68
Santos,-23.9608,-46.3339,433000,2024-12-01,45
Santos,-23.9608,-46.3339,433000,2025-01-01,284
Santos,-23.9608,-46.3339,433000,2025-02-01,489
Santos,-23.9608,-46.3339,433000,2025-03-01,350
Santos,-23.9608,-46.3339,433000,2025-04-01,349
Santos,-23.9608,-46.3339,433000,2025-05-01,449
Santos,-23.9608,-46.3339,433000,2025-06-01,76
Santos,-23.9608,-46.3339,433000,2025-07-01,78
Santos,-23.9608,-46.3339,433000,2025-08-01,69
Santos,-23.9608,-46.3339,433000,2025-09-01,56
Santos,-23.9608,-46.3339,433000,2025-10-01,45
Santos,-23.9608,-46.3339,433000,2025-11-01,70
Santos,-23.9608,-46.3339,433000,2025-12-01,62
Santos,-23.9608,-46.3339,433000,2026-01-01,172
Santos,-23.9608,-46.3339,433000,2026-02-01,224
Santos,-23.9608,-46.3339,433000,2026-03-01,138
Santos,-23.9608,-46.3339,433000,2026-04-01,179
São José do Rio Preto,-20.8113,-49.3758,469000,2020-01-01,138
São José do Rio Preto,-20.8113,-49.3758,469000,2020-02-01,191
São José do Rio Preto,-20.8113,-49.3758,469000,2020-03-01,143
São José do Rio Preto,-20.8113,-49.3758,469000,2020-04-01,150
São José do Rio Preto,-20.8113,-49.3758,469000,2020-05-01,150
São José do Rio Preto,-20.8113,-49.3758,469000,2020-06-01,34
São José do Rio Preto,-20.8113,-49.3758,469000,2020-07-01,35
São José do Rio Preto,-20.8113,-49.3758,469000,2020-08-01,32
São José do Rio Preto,-20.8113,-49.3758,469000,2020-09-01,39
São José do Rio Preto,-20.8113,-49.3758,469000,2020-10-01,28
São José do Rio Preto,-20.8113,-49.3758,469000,2020-11-01,27
São José do Rio Preto,-20.8113,-49.3758,469000,2020-12-01,38
São José do Rio Preto,-20.8113,-49.3758,469000,2021-01-01,163
São José do Rio Preto,-20.8113,-49.3758,469000,2021-02-01,249
São José do Rio Preto,-20.8113,-49.3758,469000,2021-03-01,138
São José do Rio Preto,-20.8113,-49.3758,469000,2021-04-01,250
São José do Rio Preto,-20.8113,-49.3758,469000,2021-05-01,141
São José do Rio Preto,-20.8113,-49.3758,469000,2021-06-01,38
São José do Rio Preto,-20.8113,-49.3758,469000,2021-07-01,31
São José do Rio Preto,-20.8113,-49.3758,469000,2021-08-01,40
São José do Rio Preto,-20.8113,-49.3758,469000,2021-09-01,23
São José do Rio Preto,-20.8113,-49.3758,469000,2021-10-01,32
São José do Rio Preto,-20.8113,-49.3758,469000,2021-11-01,40
São José do Rio Preto,-20.8113,-49.3758,469000,2021-12-01,31
São José do Rio Preto,-20.8113,-49.3758,469000,2022-01-01,210
São José do Rio Preto,-20.8113,-49.3758,469000,2022-02-01,218
São José do Rio Preto,-20.8113,-49.3758,469000,2022-03-01,190
São José do Rio Preto,-20.8113,-49.3758,469000,2022-04-01,210
São José do Rio Preto,-20.8113,-49.3758,469000,2022-05-01,205
São José do Rio Preto,-20.8113,-49.3758,469000,2022-06-01,38
São José do Rio Preto,-20.8113,-49.3758,469000,2022-07-01,22
São José do Rio Preto,-20.8113,-49.3758,469000,2022-08-01,27
São José do Rio Preto,-20.8113,-49.3758,469000,2022-09-01,39
São José do Rio Preto,-20.8113,-49.3758,469000,2022-10-01,38
São José do Rio Preto,-20.8113,-49.3758,469000,2022-11-01,30
São José do Rio Preto,-20.8113,-49.3758,469000,2022-12-01,33
São José do Rio Preto,-20.8113,-49.3758,469000,2023-01-01,169
São José do Rio Preto,-20.8113,-49.3758,469000,2023-02-01,158
São José do Rio Preto,-20.8113,-49.3758,469000,2023-03-01,191
São José do Rio Preto,-20.8113,-49.3758,469000,2023-04-01,178
São José do Rio Preto,-20.8113,-49.3758,469000,2023-05-01,205
São José do Rio Preto,-20.8113,-49.3758,469000,2023-06-01,23
São José do Rio Preto,-20.8113,-49.3758,469000,2023-07-01,40
São José do Rio Preto,-20.8113,-49.3758,469000,2023-08-01,40
São José do Rio Preto,-20.8113,-49.3758,469000,2023-09-01,34
São José do Rio Preto,-20.8113,-49.3758,469000,2023-10-01,31
São José do Rio Preto,-20.8113,-49.3758,469000,2023-11-01,27
São José do Rio Preto,-20.8113,-49.3758,469000,2023-12-01,37
São José do Rio Preto,-20.8113,-49.3758,469000,2024-01-01,455
São José do Rio Preto,-20.8113,-49.3758,469000,2024-02-01,327
São José do Rio Preto,-20.8113,-49.3758,469000,2024-03-01,511
São José do Rio Preto,-20.8113,-49.3758,469000,2024-04-01,489
São José do Rio Preto,-20.8113,-49.3758,469000,2024-05-01,521
São José do Rio Preto,-20.8113,-49.3758,469000,2024-06-01,74
São José do Rio Preto,-20.8113,-49.3758,469000,2024-07-01,70
São José do Rio Preto,-20.8113,-49.3758,469000,2024-08-01,62
São José do Rio Preto,-20.8113,-49.3758,469000,2024-09-01,82
São José do Rio Preto,-20.8113,-49.3758,469000,2024-10-01,80
São José do Rio Preto,-20.8113,-49.3758,469000,2024-11-01,47
São José do Rio Preto,-20.8113,-49.3758,469000,2024-12-01,47
São José do Rio Preto,-20.8113,-49.3758,469000,2025-01-01,379
São José do Rio Preto,-20.8113,-49.3758,469000,2025-02-01,486
São José do Rio Preto,-20.8113,-49.3758,469000,2025-03-01,530
São José do Rio Preto,-20.8113,-49.3758,469000,2025-04-01,324
São José do Rio Preto,-20.8113,-49.3758,469000,2025-05-01,433
São José do Rio Preto,-20.8113,-49.3758,469000,2025-06-01,60
São José do Rio Preto,-20.8113,-49.3758,469000,2025-07-01,84
São José do Rio Preto,-20.8113,-49.3758,469000,2025-08-01,79
São José do Rio Preto,-20.8113,-49.3758,469000,2025-09-01,78
São José do Rio Preto,-20.8113,-49.3758,469000,2025-10-01,64
São José do Rio Preto,-20.8113,-49.3758,469000,2025-11-01,62
São José do Rio Preto,-20.8113,-49.3758,469000,2025-12-01,56
São José do Rio Preto,-20.8113,-49.3758,469000,2026-01-01,143
São José do Rio Preto,-20.8113,-49.3758,469000,2026-02-01,238
São José do Rio Preto,-20.8113,-49.3758,469000,2026-03-01,232
São José do Rio Preto,-20.8113,-49.3758,469000,2026-04-01,254
Bauru,-22.3145,-49.0587,379000,2020-01-01,204
Bauru,-22.3145,-49.0587,379000,2020-02-01,163
Bauru,-22.3145,-49.0587,379000,2020-03-01,183
Bauru,-22.3145,-49.0587,379000,2020-04-01,200
Bauru,-22.3145,-49.0587,379000,2020-05-01,191
Bauru,-22.3145,-49.0587,379000,2020-06-01,21
Bauru,-22.3145,-49.0587,379000,2020-07-01,24
Bauru,-22.3145,-49.0587,379000,2020-08-01,19
Bauru,-22.3145,-49.0587,379000,2020-09-01,32
Bauru,-22.3145,-49.0587,379000,2020-10-01,26
Bauru,-22.3145,-49.0587,379000,2020-11-01,21
Bauru,-22.3145,-49.0587,379000,2020-12-01,27
Bauru,-22.3145,-49.0587,379000,2021-01-01,169
Bauru,-22.3145,-49.0587,379000,2021-02-01,144
Bauru,-22.3145,-49.0587,379000,2021-03-01,121
Bauru,-22.3145,-49.0587,379000,2021-04-01,174
Bauru,-22.3145,-49.0587,379000,2021-05-01,159
Bauru,-22.3145,-49.0587,379000,2021-06-01,29
Bauru,-22.3145,-49.0587,379000,2021-07-01,25
Bauru,-22.3145,-49.0587,379000,2021-08-01,30
Bauru,-22.3145,-49.0587,379000,2021-09-01,26
Bauru,-22.3145,-49.0587,379000,2021-10-01,26
Bauru,-22.3145,-49.0587,379000,2021-11-01,30
Bauru,-22.3145,-49.0587,379000,2021-12-01,23
Bauru,-22.3145,-49.0587,379000,2022-01-01,123
Bauru,-22.3145,-49.0587,379000,2022-02-01,113
Bauru,-22.3145,-49.0587,379000,2022-03-01,182
Bauru,-22.3145,-49.0587,379000,2022-04-01,169
Bauru,-22.3145,-49.0587,379000,2022-05-01,177
Bauru,-22.3145,-49.0587,379000,2022-06-01,20
Bauru,-22.3145,-49.0587,379000,2022-07-01,19
Bauru,-22.3145,-49.0587,379000,2022-08-01,17
Bauru,-22.3145,-49.0587,379000,2022-09-01,23
Bauru,-22.3145,-49.0587,379000,2022-10-01,26
Bauru,-22.3145,-49.0587,379000,2022-11-01,23
Bauru,-22.3145,-49.0587,379000,2022-12-01,24
Bauru,-22.3145,-49.0587,379000,2023-01-01,196
Bauru,-22.3145,-49.0587,379000,2023-02-01,143
Bauru,-22.3145,-49.0587,379000,2023-03-01,159
Bauru,-22.3145,-49.0587,379000,2023-04-01,184
Bauru,-22.3145,-49.0587,379000,2023-05-01,148
Bauru,-22.3145,-49.0587,379000,2023-06-01,27
Bauru,-22.3145,-49.0587,379000,2023-07-01,30
Bauru,-22.3145,-49.0587,379000,2023-08-01,32
Bauru,-22.3145,-49.0587,379000,2023-09-01,19
Bauru,-22.3145,-49.0587,379000,2023-10-01,31
Bauru,-22.3145,-49.0587,379000,2023-11-01,25
Bauru,-22.3145,-49.0587,379000,2023-12-01,21
Bauru,-22.3145,-49.0587,379000,2024-01-01,323
Bauru,-22.3145,-49.0587,379000,2024-02-01,427
Bauru,-22.3145,-49.0587,379000,2024-03-01,330
Bauru,-22.3145,-49.0587,379000,2024-04-01,297
Bauru,-22.3145,-49.0587,379000,2024-05-01,358
Bauru,-22.3145,-49.0587,379000,2024-06-01,44
Bauru,-22.3145,-49.0587,379000,2024-07-01,39
Bauru,-22.3145,-49.0587,379000,2024-08-01,41
Bauru,-22.3145,-49.0587,379000,2024-09-01,41
Bauru,-22.3145,-49.0587,379000,2024-10-01,41
Bauru,-22.3145,-49.0587,379000,2024-11-01,41
Bauru,-22.3145,-49.0587,379000,2024-12-01,57
Bauru,-22.3145,-49.0587,379000,2025-01-01,268
Bauru,-22.3145,-49.0587,379000,2025-02-01,300
Bauru,-22.3145,-49.0587,379000,2025-03-01,410
Bauru,-22.3145,-49.0587,379000,2025-04-01,326
Bauru,-22.3145,-49.0587,379000,2025-05-01,364
Bauru,-22.3145,-49.0587,379000,2025-06-01,42
Bauru,-22.3145,-49.0587,379000,2025-07-01,43
Bauru,-22.3145,-49.0587,379000,2025-08-01,38
Bauru,-22.3145,-49.0587,379000,2025-09-01,42
Bauru,-22.3145,-49.0587,379000,2025-10-01,46
Bauru,-22.3145,-49.0587,379000,2025-11-01,42
Bauru,-22.3145,-49.0587,379000,2025-12-01,39
Bauru,-22.3145,-49.0587,379000,2026-01-01,121
Bauru,-22.3145,-49.0587,379000,2026-02-01,154
Bauru,-22.3145,-49.0587,379000,2026-03-01,130
Bauru,-22.3145,-49.0587,379000,2026-04-01,145
Piracicaba,-22.7253,-47.6492,407000,2020-01-01,169
Piracicaba,-22.7253,-47.6492,407000,2020-02-01,188
Piracicaba,-22.7253,-47.6492,407000,2020-03-01,122
Piracicaba,-22.7253,-47.6492,407000,2020-04-01,200
Piracicaba,-22.7253,-47.6492,407000,2020-05-01,182
Piracicaba,-22.7253,-47.6492,407000,2020-06-01,20
Piracicaba,-22.7253,-47.6492,407000,2020-07-01,33
Piracicaba,-22.7253,-47.6492,407000,2020-08-01,33
Piracicaba,-22.7253,-47.6492,407000,2020-09-01,19
Piracicaba,-22.7253,-47.6492,407000,2020-10-01,23
Piracicaba,-22.7253,-47.6492,407000,2020-11-01,32
Piracicaba,-22.7253,-47.6492,407000,2020-12-01,31
Piracicaba,-22.7253,-47.6492,407000,2021-01-01,137
Piracicaba,-22.7253,-47.6492,407000,2021-02-01,140
Piracicaba,-22.7253,-47.6492,407000,2021-03-01,156
Piracicaba,-22.7253,-47.6492,407000,2021-04-01,168
Piracicaba,-22.7253,-47.6492,407000,2021-05-01,181
Piracicaba,-22.7253,-47.6492,407000,2021-06-01,24
Piracicaba,-22.7253,-47.6492,407000,2021-07-01,26
Piracicaba,-22.7253,-47.6492,407000,2021-08-01,31
Piracicaba,-22.7253,-47.6492,407000,2021-09-01,19
Piracicaba,-22.7253,-47.6492,407000,2021-10-01,23
Piracicaba,-22.7253,-47.6492,407000,2021-11-01,30
Piracicaba,-22.7253,-47.6492,407000,2021-12-01,33
Piracicaba,-22.7253,-47.6492,407000,2022-01-01,170
Piracicaba,-22.7253,-47.6492,407000,2022-02-01,172
Piracicaba,-22.7253,-47.6492,407000,2022-03-01,129
Piracicaba,-22.7253,-47.6492,407000,2022-04-01,164
Piracicaba,-22.7253,-47.6492,407000,2022-05-01,172
Piracicaba,-22.7253,-47.6492,407000,2022-06-01,22
Piracicaba,-22.7253,-47.6492,407000,2022-07-01,23
Piracicaba,-22.7253,-47.6492,407000,2022-08-01,25
Piracicaba,-22.7253,-47.6492,407000,2022-09-01,19
Piracicaba,-22.7253,-47.6492,407000,2022-10-01,24
Piracicaba,-22.7253,-47.6492,407000,2022-11-01,22
Piracicaba,-22.7253,-47.6492,407000,2022-12-01,24
Piracicaba,-22.7253,-47.6492,407000,2023-01-01,130
Piracicaba,-22.7253,-47.6492,407000,2023-02-01,209
Piracicaba,-22.7253,-47.6492,407000,2023-03-01,179
Piracicaba,-22.7253,-47.6492,407000,2023-04-01,187
Piracicaba,-22.7253,-47.6492,407000,2023-05-01,199
Piracicaba,-22.7253,-47.6492,407000,2023-06-01,27
Piracicaba,-22.7253,-47.6492,407000,2023-07-01,20
Piracicaba,-22.7253,-47.6492,407000,2023-08-01,27
Piracicaba,-22.7253,-47.6492,407000,2023-09-01,28
Piracicaba,-22.7253,-47.6492,407000,2023-10-01,31
Piracicaba,-22.7253,-47.6492,407000,2023-11-01,26
Piracicaba,-22.7253,-47.6492,407000,2023-12-01,21
Piracicaba,-22.7253,-47.6492,407000,2024-01-01,309
Piracicaba,-22.7253,-47.6492,407000,2024-02-01,326
Piracicaba,-22.7253,-47.6492,407000,2024-03-01,387
Piracicaba,-22.7253,-47.6492,407000,2024-04-01,371
Piracicaba,-22.7253,-47.6492,407000,2024-05-01,325
Piracicaba,-22.7253,-47.6492,407000,2024-06-01,73
Piracicaba,-22.7253,-47.6492,407000,2024-07-01,60
Piracicaba,-22.7253,-47.6492,407000,2024-08-01,47
Piracicaba,-22.7253,-47.6492,407000,2024-09-01,43
Piracicaba,-22.7253,-47.6492,407000,2024-10-01,45
Piracicaba,-22.7253,-47.6492,407000,2024-11-01,48
Piracicaba,-22.7253,-47.6492,407000,2024-12-01,45
Piracicaba,-22.7253,-47.6492,407000,2025-01-01,289
Piracicaba,-22.7253,-47.6492,407000,2025-02-01,310
Piracicaba,-22.7253,-47.6492,407000,2025-03-01,286
Piracicaba,-22.7253,-47.6492,407000,2025-04-01,440
Piracicaba,-22.7253,-47.6492,407000,2025-05-01,266
Piracicaba,-22.7253,-47.6492,407000,2025-06-01,57
Piracicaba,-22.7253,-47.6492,407000,2025-07-01,53
Piracicaba,-22.7253,-47.6492,407000,2025-08-01,73
Piracicaba,-22.7253,-47.6492,407000,2025-09-01,43
Piracicaba,-22.7253,-47.6492,407000,2025-10-01,53
Piracicaba,-22.7253,-47.6492,407000,2025-11-01,73
Piracicaba,-22.7253,-47.6492,407000,2025-12-01,69
Piracicaba,-22.7253,-47.6492,407000,2026-01-01,201
Piracicaba,-22.7253,-47.6492,407000,2026-02-01,144
Piracicaba,-22.7253,-47.6492,407000,2026-03-01,136
Piracicaba,-22.7253,-47.6492,407000,2026-04-01,186
Presidente Prudente,-22.1256,-51.3889,230000,2020-01-01,120
Presidente Prudente,-22.1256,-51.3889,230000,2020-02-01,99
Presidente Prudente,-22.1256,-51.3889,230000,2020-03-01,99
Presidente Prudente,-22.1256,-51.3889,230000,2020-04-01,83
Presidente Prudente,-22.1256,-51.3889,230000,2020-05-01,111
Presidente Prudente,-22.1256,-51.3889,230000,2020-06-01,12
Presidente Prudente,-22.1256,-51.3889,230000,2020-07-01,13
Presidente Prudente,-22.1256,-51.3889,230000,2020-08-01,14
Presidente Prudente,-22.1256,-51.3889,230000,2020-09-01,15
Presidente Prudente,-22.1256,-51.3889,230000,2020-10-01,12
Presidente Prudente,-22.1256,-51.3889,230000,2020-11-01,11
Presidente Prudente,-22.1256,-51.3889,230000,2020-12-01,16
Presidente Prudente,-22.1256,-51.3889,230000,2021-01-01,83
Presidente Prudente,-22.1256,-51.3889,230000,2021-02-01,100
Presidente Prudente,-22.1256,-51.3889,230000,2021-03-01,75
Presidente Prudente,-22.1256,-51.3889,230000,2021-04-01,94
Presidente Prudente,-22.1256,-51.3889,230000,2021-05-01,97
Presidente Prudente,-22.1256,-51.3889,230000,2021-06-01,11
Presidente Prudente,-22.1256,-51.3889,230000,2021-07-01,13
Presidente Prudente,-22.1256,-51.3889,230000,2021-08-01,11
Presidente Prudente,-22.1256,-51.3889,230000,2021-09-01,11
Presidente Prudente,-22.1256,-51.3889,230000,2021-10-01,19
Presidente Prudente,-22.1256,-51.3889,230000,2021-11-01,13
Presidente Prudente,-22.1256,-51.3889,230000,2021-12-01,18
Presidente Prudente,-22.1256,-51.3889,230000,2022-01-01,81
Presidente Prudente,-22.1256,-51.3889,230000,2022-02-01,106
Presidente Prudente,-22.1256,-51.3889,230000,2022-03-01,110
Presidente Prudente,-22.1256,-51.3889,230000,2022-04-01,101
Presidente Prudente,-22.1256,-51.3889,230000,2022-05-01,94
Presidente Prudente,-22.1256,-51.3889,230000,2022-06-01,14
Presidente Prudente,-22.1256,-51.3889,230000,2022-07-01,13
Presidente Prudente,-22.1256,-51.3889,230000,2022-08-01,19
Presidente Prudente,-22.1256,-51.3889,230000,2022-09-01,18
Presidente Prudente,-22.1256,-51.3889,230000,2022-10-01,19
Presidente Prudente,-22.1256,-51.3889,230000,2022-11-01,11
Presidente Prudente,-22.1256,-51.3889,230000,2022-12-01,17
Presidente Prudente,-22.1256,-51.3889,230000,2023-01-01,121
Presidente Prudente,-22.1256,-51.3889,230000,2023-02-01,77
Presidente Prudente,-22.1256,-51.3889,230000,2023-03-01,70
Presidente Prudente,-22.1256,-51.3889,230000,2023-04-01,109
Presidente Prudente,-22.1256,-51.3889,230000,2023-05-01,100
Presidente Prudente,-22.1256,-51.3889,230000,2023-06-01,18
Presidente Prudente,-22.1256,-51.3889,230000,2023-07-01,12
Presidente Prudente,-22.1256,-51.3889,230000,2023-08-01,18
Presidente Prudente,-22.1256,-51.3889,230000,2023-09-01,12
Presidente Prudente,-22.1256,-51.3889,230000,2023-10-01,12
Presidente Prudente,-22.1256,-51.3889,230000,2023-11-01,12
Presidente Prudente,-22.1256,-51.3889,230000,2023-12-01,18
Presidente Prudente,-22.1256,-51.3889,230000,2024-01-01,221
Presidente Prudente,-22.1256,-51.3889,230000,2024-02-01,204
Presidente Prudente,-22.1256,-51.3889,230000,2024-03-01,184
Presidente Prudente,-22.1256,-51.3889,230000,2024-04-01,246
Presidente Prudente,-22.1256,-51.3889,230000,2024-05-01,188
Presidente Prudente,-22.1256,-51.3889,230000,2024-06-01,38
Presidente Prudente,-22.1256,-51.3889,230000,2024-07-01,31
Presidente Prudente,-22.1256,-51.3889,230000,2024-08-01,29
Presidente Prudente,-22.1256,-51.3889,230000,2024-09-01,31
Presidente Prudente,-22.1256,-51.3889,230000,2024-10-01,28
Presidente Prudente,-22.1256,-51.3889,230000,2024-11-01,36
Presidente Prudente,-22.1256,-51.3889,230000,2024-12-01,32
Presidente Prudente,-22.1256,-51.3889,230000,2025-01-01,168
Presidente Prudente,-22.1256,-51.3889,230000,2025-02-01,249
Presidente Prudente,-22.1256,-51.3889,230000,2025-03-01,187
Presidente Prudente,-22.1256,-51.3889,230000,2025-04-01,206
Presidente Prudente,-22.1256,-51.3889,230000,2025-05-01,250
Presidente Prudente,-22.1256,-51.3889,230000,2025-06-01,34
Presidente Prudente,-22.1256,-51.3889,230000,2025-07-01,24
Presidente Prudente,-22.1256,-51.3889,230000,2025-08-01,40
Presidente Prudente,-22.1256,-51.3889,230000,2025-09-01,34
Presidente Prudente,-22.1256,-51.3889,230000,2025-10-01,29
Presidente Prudente,-22.1256,-51.3889,230000,2025-11-01,25
Presidente Prudente,-22.1256,-51.3889,230000,2025-12-01,37
Presidente Prudente,-22.1256,-51.3889,230000,2026-01-01,102
Presidente Prudente,-22.1256,-51.3889,230000,2026-02-01,97
Presidente Prudente,-22.1256,-51.3889,230000,2026-03-01,118
Presidente Prudente,-22.1256,-51.3889,230000,2026-04-01,112
